2024-10-24 21:30:58,386 INFO    StreamThr :2394707 [internal.py:wandb_internal():86] W&B internal server running at pid: 2394707, started at: 2024-10-24 21:30:58.384990
2024-10-24 21:30:58,560 DEBUG   HandlerThread:2394707 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-119-generic-x86_64-with-glibc2.35', 'python': '3.12.5', 'heartbeatAt': '2024-10-25T04:30:58.546251', 'startedAt': '2024-10-25T04:30:58.365324', 'docker': None, 'cuda': None, 'args': ('experiment=tk/owt_tk_gpts', 'trainer.devices=1'), 'state': 'running', 'program': '/home/rahul/simran/based/train/run.py', 'codePathLocal': None, 'codePath': 'train/run.py', 'git': {'remote': 'git@github.com:HazyResearch/based.git', 'commit': '34c3b7d419906c45dc96705f44f60322b64068c9'}, 'email': 'emailsimran@gmail.com', 'root': '/home/rahul/simran/based', 'host': 'mk-turbo-02.cloud.together.ai', 'username': 'rahul', 'executable': '/home/rahul/code/.venv/bin/python', 'cpu_count': 96, 'cpu_count_logical': 96, 'cpu_freq': {'current': 2193.5755624999997, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 3099.999, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 3093.855, 'min': 0.0, 'max': 0.0}, {'current': 3100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 3097.395, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 3100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 3099.772, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 3099.374, 'min': 0.0, 'max': 0.0}, {'current': 3099.999, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 3099.823, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}, {'current': 2100.0, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 438.487850189209, 'used': 230.56091690063477}}, 'gpu': 'NVIDIA H100 80GB HBM3', 'gpu_count': 8, 'gpu_devices': [{'name': 'NVIDIA H100 80GB HBM3', 'memory_total': 85520809984}, {'name': 'NVIDIA H100 80GB HBM3', 'memory_total': 85520809984}, {'name': 'NVIDIA H100 80GB HBM3', 'memory_total': 85520809984}, {'name': 'NVIDIA H100 80GB HBM3', 'memory_total': 85520809984}, {'name': 'NVIDIA H100 80GB HBM3', 'memory_total': 85520809984}, {'name': 'NVIDIA H100 80GB HBM3', 'memory_total': 85520809984}, {'name': 'NVIDIA H100 80GB HBM3', 'memory_total': 85520809984}, {'name': 'NVIDIA H100 80GB HBM3', 'memory_total': 85520809984}], 'memory': {'total': 2015.3797035217285}}
2024-10-24 21:30:58,562 INFO    HandlerThread:2394707 [system_monitor.py:probe():224] Finished collecting system info
2024-10-24 21:30:58,562 INFO    HandlerThread:2394707 [system_monitor.py:probe():227] Publishing system info
2024-10-24 21:30:58,564 INFO    HandlerThread:2394707 [system_monitor.py:probe():229] Finished publishing system info
2024-10-24 21:30:58,573 DEBUG   HandlerThread:2394707 [handler.py:handle_request():146] handle_request: python_packages
2024-10-24 21:31:03,391 DEBUG   HandlerThread:2394707 [handler.py:handle_request():146] handle_request: status_report
2024-10-24 21:31:03,391 DEBUG   SenderThread:2394707 [sender.py:send_request():409] send_request: status_report
2024-10-24 21:31:08,393 DEBUG   HandlerThread:2394707 [handler.py:handle_request():146] handle_request: status_report
2024-10-24 21:31:08,394 DEBUG   SenderThread:2394707 [sender.py:send_request():409] send_request: status_report
2024-10-24 21:31:13,394 DEBUG   HandlerThread:2394707 [handler.py:handle_request():146] handle_request: status_report
2024-10-24 21:31:13,394 DEBUG   SenderThread:2394707 [sender.py:send_request():409] send_request: status_report
2024-10-24 21:31:18,396 DEBUG   HandlerThread:2394707 [handler.py:handle_request():146] handle_request: status_report
2024-10-24 21:31:18,396 DEBUG   SenderThread:2394707 [sender.py:send_request():409] send_request: status_report
2024-10-24 21:31:23,399 DEBUG   HandlerThread:2394707 [handler.py:handle_request():146] handle_request: status_report
2024-10-24 21:31:23,399 DEBUG   SenderThread:2394707 [sender.py:send_request():409] send_request: status_report
2024-10-24 21:31:28,401 DEBUG   HandlerThread:2394707 [handler.py:handle_request():146] handle_request: status_report
2024-10-24 21:31:28,401 DEBUG   SenderThread:2394707 [sender.py:send_request():409] send_request: status_report
2024-10-24 21:31:33,402 DEBUG   HandlerThread:2394707 [handler.py:handle_request():146] handle_request: status_report
2024-10-24 21:31:33,402 DEBUG   SenderThread:2394707 [sender.py:send_request():409] send_request: status_report
2024-10-24 21:31:38,403 DEBUG   HandlerThread:2394707 [handler.py:handle_request():146] handle_request: status_report
2024-10-24 21:31:38,403 DEBUG   SenderThread:2394707 [sender.py:send_request():409] send_request: status_report
2024-10-24 21:31:43,406 DEBUG   HandlerThread:2394707 [handler.py:handle_request():146] handle_request: status_report
2024-10-24 21:31:43,406 DEBUG   SenderThread:2394707 [sender.py:send_request():409] send_request: status_report
2024-10-24 21:31:48,408 DEBUG   HandlerThread:2394707 [handler.py:handle_request():146] handle_request: status_report
2024-10-24 21:31:48,408 DEBUG   SenderThread:2394707 [sender.py:send_request():409] send_request: status_report
2024-10-24 21:31:53,411 DEBUG   HandlerThread:2394707 [handler.py:handle_request():146] handle_request: status_report
2024-10-24 21:31:53,411 DEBUG   SenderThread:2394707 [sender.py:send_request():409] send_request: status_report
2024-10-24 21:31:58,413 DEBUG   HandlerThread:2394707 [handler.py:handle_request():146] handle_request: status_report
2024-10-24 21:31:58,413 DEBUG   SenderThread:2394707 [sender.py:send_request():409] send_request: status_report
2024-10-24 21:31:58,503 DEBUG   SystemMonitor:2394707 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-10-24 21:32:03,416 DEBUG   HandlerThread:2394707 [handler.py:handle_request():146] handle_request: status_report
2024-10-24 21:32:03,416 DEBUG   SenderThread:2394707 [sender.py:send_request():409] send_request: status_report
2024-10-24 21:32:08,419 DEBUG   HandlerThread:2394707 [handler.py:handle_request():146] handle_request: status_report
2024-10-24 21:32:08,419 DEBUG   SenderThread:2394707 [sender.py:send_request():409] send_request: status_report
2024-10-24 21:32:13,422 DEBUG   HandlerThread:2394707 [handler.py:handle_request():146] handle_request: status_report
2024-10-24 21:32:13,422 DEBUG   SenderThread:2394707 [sender.py:send_request():409] send_request: status_report
2024-10-24 21:32:18,425 DEBUG   HandlerThread:2394707 [handler.py:handle_request():146] handle_request: status_report
2024-10-24 21:32:18,425 DEBUG   SenderThread:2394707 [sender.py:send_request():409] send_request: status_report
2024-10-24 21:32:23,427 DEBUG   HandlerThread:2394707 [handler.py:handle_request():146] handle_request: status_report
2024-10-24 21:32:23,427 DEBUG   SenderThread:2394707 [sender.py:send_request():409] send_request: status_report
2024-10-24 21:32:28,429 DEBUG   HandlerThread:2394707 [handler.py:handle_request():146] handle_request: status_report
2024-10-24 21:32:28,429 DEBUG   SenderThread:2394707 [sender.py:send_request():409] send_request: status_report
